"No"|"Time"|"Interval"|"InTemp"|"InHumi"|"OutTemp"|"OutHumi"|"RelPressure"|"AbsPressure"|"Wind"|"Gust"|"WindDirection"|"DewPoint"|"WindChill"|"RainHour"|"Rain24H"|"RainWeek"|"RainMonth"|"RainTotal"|"day"
"1418"|1418|2017-06-18 12:52:53|"5"|"26"|"60"|"34.6"|"30"|"1014"|"979.8"|"2.5"|"5"|" N"|"14.5"|"34.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1419"|1419|2017-06-18 12:57:53|"5"|"26"|"60"|"34.6"|"30"|"1014.1"|"979.9"|"6.1"|"7.2"|" S"|"14.5"|"34.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1420"|1420|2017-06-18 13:02:53|"5"|"26"|"60"|"34.5"|"30"|"1014"|"979.8"|"2.5"|"5"|" E"|"14.4"|"34.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1421"|1421|2017-06-18 13:07:53|"5"|"26"|"60"|"34.7"|"30"|"1014"|"979.8"|"3.6"|"6.1"|" W"|"14.6"|"34.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1422"|1422|2017-06-18 13:12:53|"5"|"26.1"|"60"|"34.7"|"30"|"1013.9"|"979.7"|"2.5"|"5"|" N"|"14.6"|"34.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1423"|1423|2017-06-18 13:17:53|"5"|"26.1"|"60"|"34.6"|"30"|"1013.9"|"979.7"|"6.1"|"7.2"|" E"|"14.5"|"34.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1424"|1424|2017-06-18 13:22:53|"5"|"26.1"|"60"|"34.5"|"30"|"1013.9"|"979.7"|"6.1"|"8.6"|" E"|"14.4"|"34.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1425"|1425|2017-06-18 13:27:53|"5"|"26.1"|"61"|"34.6"|"31"|"1013.8"|"979.6"|"3.6"|"5"|" E"|"15"|"34.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1426"|1426|2017-06-18 13:32:53|"5"|"26.2"|"61"|"34.7"|"30"|"1013.8"|"979.6"|"6.1"|"9.7"|" SE"|"14.6"|"34.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1427"|1427|2017-06-18 13:37:53|"5"|"26.2"|"61"|"34.6"|"30"|"1013.8"|"979.6"|"2.5"|"5"|" N"|"14.5"|"34.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1428"|1428|2017-06-18 13:42:53|"5"|"26.2"|"61"|"35"|"30"|"1013.8"|"979.6"|"7.2"|"12.2"|" N"|"14.9"|"35"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1429"|1429|2017-06-18 13:47:53|"5"|"26.2"|"60"|"35"|"30"|"1013.7"|"979.5"|"6.1"|"8.6"|" SW"|"14.9"|"35"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1430"|1430|2017-06-18 13:52:53|"5"|"26.2"|"61"|"35.1"|"30"|"1013.7"|"979.5"|"6.1"|"11.2"|" E"|"15"|"35.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1431"|1431|2017-06-18 13:57:53|"5"|"26.2"|"60"|"35.4"|"30"|"1013.6"|"979.4"|"5"|"6.1"|" NNE"|"15.2"|"35.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1432"|1432|2017-06-18 14:02:53|"5"|"26.2"|"60"|"35"|"30"|"1013.6"|"979.4"|"7.2"|"11.2"|" S"|"14.9"|"35"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1433"|1433|2017-06-18 14:07:53|"5"|"26.2"|"60"|"35.1"|"30"|"1013.6"|"979.4"|"7.2"|"11.2"|" SSE"|"15"|"35.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1434"|1434|2017-06-18 14:12:53|"5"|"26.2"|"60"|"35.4"|"29"|"1013.6"|"979.4"|"3.6"|"6.1"|" NW"|"14.7"|"35.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1435"|1435|2017-06-18 14:17:53|"5"|"26.2"|"60"|"35.2"|"27"|"1013.6"|"979.4"|"7.2"|"11.2"|" SW"|"13.4"|"35.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1436"|1436|2017-06-18 14:22:53|"5"|"26.2"|"60"|"35.4"|"27"|"1013.5"|"979.3"|"6.1"|"7.2"|" SW"|"13.6"|"35.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1437"|1437|2017-06-18 14:27:53|"5"|"26.2"|"60"|"35.7"|"25"|"1013.4"|"979.2"|"3.6"|"9.7"|" NE"|"12.7"|"35.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1438"|1438|2017-06-18 14:32:53|"5"|"26.3"|"60"|"35.7"|"24"|"1013.4"|"979.2"|"3.6"|"6.1"|" NE"|"12"|"35.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1439"|1439|2017-06-18 14:37:53|"5"|"26.3"|"60"|"35.7"|"24"|"1013.4"|"979.2"|"7.2"|"11.2"|" E"|"12"|"35.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1440"|1440|2017-06-18 14:42:53|"5"|"26.4"|"60"|"35.7"|"24"|"1013.3"|"979.1"|"7.2"|"9.7"|" ENE"|"12"|"35.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1441"|1441|2017-06-18 14:47:53|"5"|"26.4"|"60"|"35.6"|"24"|"1013.3"|"979.1"|"5"|"7.2"|" E"|"12"|"35.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1442"|1442|2017-06-18 14:52:53|"5"|"26.4"|"60"|"36"|"24"|"1013.3"|"979.1"|"5"|"9.7"|" W"|"12.3"|"36"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1443"|1443|2017-06-18 14:57:53|"5"|"26.4"|"60"|"36.4"|"23"|"1013.3"|"979.1"|"3.6"|"6.1"|" N"|"12"|"36.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1444"|1444|2017-06-18 15:02:53|"5"|"26.4"|"60"|"36.6"|"24"|"1013.2"|"979"|"3.6"|"5"|" NE"|"12.8"|"36.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1445"|1445|2017-06-18 15:07:53|"5"|"26.4"|"60"|"36.4"|"25"|"1013.2"|"979"|"3.6"|"5"|" WSW"|"13.3"|"36.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1446"|1446|2017-06-18 15:12:53|"5"|"26.4"|"60"|"36.5"|"24"|"1013.3"|"979.1"|"7.2"|"9.7"|" S"|"12.7"|"36.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1447"|1447|2017-06-18 15:17:53|"5"|"26.6"|"60"|"36.5"|"24"|"1013.3"|"979.1"|"3.6"|"7.2"|" N"|"12.7"|"36.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1448"|1448|2017-06-18 15:22:53|"5"|"26.5"|"60"|"36.4"|"25"|"1013.3"|"979.1"|"8.6"|"11.2"|" N"|"13.3"|"36.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1449"|1449|2017-06-18 15:27:53|"5"|"26.6"|"59"|"36.3"|"26"|"1013.2"|"979"|"9.7"|"13.3"|" E"|"13.8"|"36.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1450"|1450|2017-06-18 15:32:53|"5"|"26.6"|"59"|"35.9"|"26"|"1013.3"|"979.1"|"3.6"|"6.1"|" SW"|"13.4"|"35.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1451"|1451|2017-06-18 15:37:53|"5"|"26.6"|"59"|"36"|"26"|"1013.3"|"979.1"|"5"|"7.2"|" E"|"13.5"|"36"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1452"|1452|2017-06-18 15:42:53|"5"|"26.6"|"59"|"36.1"|"26"|"1013.3"|"979.1"|"2.5"|"5"|" ESE"|"13.6"|"36.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1453"|1453|2017-06-18 15:47:53|"5"|"26.6"|"59"|"36.1"|"26"|"1013.4"|"979.2"|"5"|"7.2"|" NE"|"13.6"|"36.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1454"|1454|2017-06-18 15:52:53|"5"|"26.6"|"59"|"36.1"|"27"|"1013.4"|"979.2"|"7.2"|"13.3"|" NE"|"14.2"|"36.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1455"|1455|2017-06-18 15:57:53|"5"|"26.6"|"59"|"36"|"27"|"1013.2"|"979"|"3.6"|"6.1"|" NNW"|"14.1"|"36"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1456"|1456|2017-06-18 16:02:53|"5"|"26.6"|"59"|"36"|"26"|"1013.3"|"979.1"|"7.2"|"9.7"|" SE"|"13.5"|"36"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1457"|1457|2017-06-18 16:07:53|"5"|"26.6"|"59"|"35.6"|"25"|"1013.1"|"978.9"|"6.1"|"9.7"|" NE"|"12.6"|"35.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1458"|1458|2017-06-18 16:12:53|"5"|"26.7"|"59"|"35.8"|"24"|"1013.4"|"979.2"|"6.1"|"9.7"|" SW"|"12.1"|"35.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1459"|1459|2017-06-18 16:17:53|"5"|"26.7"|"59"|"35.9"|"24"|"1013.3"|"979.1"|"8.6"|"14.8"|" N"|"12.2"|"35.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1460"|1460|2017-06-18 16:22:53|"5"|"26.8"|"59"|"35.8"|"23"|"1013.2"|"979"|"6.1"|"7.2"|" WSW"|"11.5"|"35.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1461"|1461|2017-06-18 16:27:53|"5"|"26.8"|"58"|"35.9"|"23"|"1013.4"|"979.2"|"7.2"|"9.7"|" N"|"11.6"|"35.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1462"|1462|2017-06-18 16:32:53|"5"|"26.8"|"58"|"35.9"|"22"|"1013.3"|"979.1"|"3.6"|"5"|" SE"|"10.9"|"35.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1463"|1463|2017-06-18 16:37:53|"5"|"26.8"|"58"|"36"|"22"|"1013.4"|"979.2"|"6.1"|"8.6"|" W"|"11"|"36"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1464"|1464|2017-06-18 16:42:53|"5"|"27.1"|"57"|"35.9"|"22"|"1013.4"|"979.2"|"3.6"|"6.1"|" NE"|"10.9"|"35.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1465"|1465|2017-06-18 16:47:53|"5"|"27.1"|"57"|"36"|"22"|"1013.4"|"979.2"|"5"|"7.2"|" SE"|"11"|"36"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1466"|1466|2017-06-18 16:52:53|"5"|"27.2"|"57"|"35.9"|"21"|"1013.4"|"979.2"|"5"|"9.7"|" NE"|"10.2"|"35.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1467"|1467|2017-06-18 16:57:53|"5"|"27.2"|"57"|"35.9"|"21"|"1013.4"|"979.2"|"6.1"|"9.7"|" NE"|"10.2"|"35.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1468"|1468|2017-06-18 17:02:53|"5"|"27.2"|"57"|"35.7"|"21"|"1013.4"|"979.2"|"3.6"|"5"|" SSW"|"10"|"35.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1469"|1469|2017-06-18 17:07:53|"5"|"27.2"|"57"|"35.9"|"22"|"1013.3"|"979.1"|"5"|"7.2"|" NNE"|"10.9"|"35.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1470"|1470|2017-06-18 17:12:53|"5"|"27.2"|"57"|"35.8"|"22"|"1013.2"|"979"|"3.6"|"6.1"|" NE"|"10.8"|"35.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1471"|1471|2017-06-18 17:17:53|"5"|"27.2"|"57"|"35.7"|"22"|"1013.5"|"979.3"|"6.1"|"9.7"|" WSW"|"10.7"|"35.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1472"|1472|2017-06-18 17:22:53|"5"|"27.2"|"57"|"35.7"|"22"|"1013.4"|"979.2"|"7.2"|"14.8"|" SE"|"10.7"|"35.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1473"|1473|2017-06-18 17:27:53|"5"|"27.2"|"57"|"35.8"|"22"|"1013.5"|"979.3"|"3.6"|"7.2"|" NE"|"10.8"|"35.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1474"|1474|2017-06-18 17:32:53|"5"|"27.2"|"57"|"35.8"|"22"|"1013.4"|"979.2"|"3.6"|"5"|" SE"|"10.8"|"35.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1475"|1475|2017-06-18 17:37:53|"5"|"27.2"|"57"|"35.6"|"23"|"1013.4"|"979.2"|"5"|"7.2"|" W"|"11.3"|"35.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1476"|1476|2017-06-18 17:42:53|"5"|"27.3"|"57"|"35.4"|"23"|"1013.4"|"979.2"|"3.6"|"6.1"|" N"|"11.2"|"35.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1477"|1477|2017-06-18 17:47:53|"5"|"27.3"|"57"|"35.4"|"23"|"1013.4"|"979.2"|"5"|"7.2"|" SW"|"11.2"|"35.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1478"|1478|2017-06-18 17:52:53|"5"|"27.3"|"57"|"35.4"|"23"|"1013.3"|"979.1"|"8.6"|"12.2"|" E"|"11.2"|"35.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1479"|1479|2017-06-18 17:57:53|"5"|"27.2"|"56"|"35.2"|"23"|"1013.4"|"979.2"|"6.1"|"8.6"|" SE"|"11"|"35.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1480"|1480|2017-06-18 18:02:53|"5"|"27.2"|"56"|"35.2"|"23"|"1013.3"|"979.1"|"3.6"|"7.2"|" NE"|"11"|"35.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1481"|1481|2017-06-18 18:07:53|"5"|"27.2"|"55"|"35.2"|"23"|"1013.3"|"979.1"|"3.6"|"7.2"|" NE"|"11"|"35.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1482"|1482|2017-06-18 18:12:53|"5"|"27.2"|"55"|"35.5"|"23"|"1013.4"|"979.2"|"3.6"|"6.1"|" E"|"11.2"|"35.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1483"|1483|2017-06-18 18:17:53|"5"|"27.2"|"54"|"35.5"|"22"|"1013.6"|"979.4"|"3.6"|"6.1"|" SSE"|"10.6"|"35.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1484"|1484|2017-06-18 18:22:53|"5"|"27.2"|"54"|"35.9"|"21"|"1013.7"|"979.5"|"5"|"7.2"|" SW"|"10.2"|"35.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1485"|1485|2017-06-18 18:27:53|"5"|"27.2"|"53"|"36"|"22"|"1013.7"|"979.5"|"3.6"|"6.1"|" NNW"|"11"|"36"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1486"|1486|2017-06-18 18:32:53|"5"|"27.2"|"54"|"36.3"|"22"|"1013.5"|"979.3"|"3.6"|"8.6"|" S"|"11.2"|"36.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1487"|1487|2017-06-18 18:37:53|"5"|"27.2"|"54"|"36.2"|"22"|"1013.5"|"979.3"|"5"|"6.1"|" E"|"11.1"|"36.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1488"|1488|2017-06-18 18:42:53|"5"|"27.2"|"54"|"35.7"|"22"|"1013.4"|"979.2"|"2.5"|"3.6"|" ESE"|"10.7"|"35.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1489"|1489|2017-06-18 18:47:53|"5"|"27.2"|"54"|"35.4"|"22"|"1013.5"|"979.3"|"2.5"|"5"|" N"|"10.5"|"35.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1490"|1490|2017-06-18 18:52:53|"5"|"27.2"|"54"|"35.4"|"22"|"1013.5"|"979.3"|"7.2"|"12.2"|" SW"|"10.5"|"35.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1491"|1491|2017-06-18 18:57:53|"5"|"27.2"|"53"|"35.2"|"23"|"1013.5"|"979.3"|"6.1"|"7.2"|" NE"|"11"|"35.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1492"|1492|2017-06-18 19:02:53|"5"|"27.2"|"53"|"34.2"|"24"|"1013.6"|"979.4"|"3.6"|"5"|" SW"|"10.8"|"34.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1493"|1493|2017-06-18 19:07:53|"5"|"27.2"|"53"|"33.6"|"25"|"1013.6"|"979.4"|"3.6"|"6.1"|" NE"|"10.9"|"33.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1494"|1494|2017-06-18 19:12:53|"5"|"27.2"|"52"|"33.2"|"26"|"1013.5"|"979.3"|"3.6"|"6.1"|" S"|"11.2"|"33.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1495"|1495|2017-06-18 19:17:53|"5"|"27.2"|"52"|"32.9"|"28"|"1013.6"|"979.4"|"2.5"|"5"|" SE"|"12"|"32.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1496"|1496|2017-06-18 19:22:53|"5"|"27.2"|"52"|"32.6"|"29"|"1013.7"|"979.5"|"1.1"|"3.6"|" NNW"|"12.3"|"32.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1497"|1497|2017-06-18 19:27:53|"5"|"27.2"|"52"|"32.5"|"28"|"1013.6"|"979.4"|"3.6"|"6.1"|" SE"|"11.7"|"32.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1498"|1498|2017-06-18 19:32:53|"5"|"27.2"|"52"|"32.2"|"31"|"1013.8"|"979.6"|"6.1"|"11.2"|" SSE"|"13"|"32.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1499"|1499|2017-06-18 19:37:53|"5"|"27.2"|"52"|"31.9"|"30"|"1013.8"|"979.6"|"6.1"|"7.2"|" NE"|"12.2"|"31.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1500"|1500|2017-06-18 19:42:53|"5"|"27.2"|"52"|"31.7"|"31"|"1013.8"|"979.6"|"6.1"|"8.6"|" NNE"|"12.5"|"31.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1501"|1501|2017-06-18 19:47:53|"5"|"27.2"|"52"|"31.6"|"30"|"1013.8"|"979.6"|"3.6"|"5"|" NNE"|"12"|"31.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1502"|1502|2017-06-18 19:52:53|"5"|"27.2"|"53"|"31.5"|"30"|"1014"|"979.8"|"5"|"6.1"|" S"|"11.9"|"31.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1503"|1503|2017-06-18 19:57:53|"5"|"27.2"|"53"|"31.4"|"31"|"1013.9"|"979.7"|"3.6"|"5"|" E"|"12.3"|"31.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1504"|1504|2017-06-18 20:02:53|"5"|"27.2"|"53"|"31.3"|"31"|"1014.1"|"979.9"|"6.1"|"7.2"|" SW"|"12.2"|"31.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1505"|1505|2017-06-18 20:07:53|"5"|"27.2"|"54"|"31.1"|"31"|"1014.1"|"979.9"|"3.6"|"6.1"|" SSW"|"12"|"31.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1506"|1506|2017-06-18 20:12:53|"5"|"27.2"|"54"|"30.9"|"32"|"1014.1"|"979.9"|"2.5"|"3.6"|" E"|"12.3"|"30.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1507"|1507|2017-06-18 20:17:53|"5"|"27.2"|"55"|"30.8"|"32"|"1014.3"|"980.1"|"3.6"|"6.1"|" ESE"|"12.2"|"30.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1508"|1508|2017-06-18 20:22:53|"5"|"27.3"|"55"|"30.6"|"33"|"1014.4"|"980.2"|"3.6"|"5"|" S"|"12.5"|"30.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1509"|1509|2017-06-18 20:27:53|"5"|"27.3"|"55"|"30.3"|"34"|"1014.3"|"980.1"|"5"|"6.1"|" E"|"12.7"|"30.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1510"|1510|2017-06-18 20:32:53|"5"|"27.3"|"54"|"30.1"|"37"|"1014.2"|"980"|"2.5"|"5"|" S"|"13.8"|"30.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1511"|1511|2017-06-18 20:37:53|"5"|"27.3"|"53"|"29.9"|"38"|"1014.4"|"980.2"|"6.1"|"9.7"|" SE"|"14.1"|"29.9"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1512"|1512|2017-06-18 20:42:53|"5"|"27.3"|"52"|"29.5"|"38"|"1014.5"|"980.3"|"3.6"|"5"|" N"|"13.7"|"29.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1513"|1513|2017-06-18 20:47:53|"5"|"27.4"|"52"|"29.4"|"38"|"1014.5"|"980.3"|"5"|"7.2"|" SSW"|"13.6"|"29.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1514"|1514|2017-06-18 20:52:53|"5"|"27.4"|"51"|"29.2"|"40"|"1014.5"|"980.3"|"5"|"6.1"|" E"|"14.2"|"29.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1515"|1515|2017-06-18 20:57:53|"5"|"27.5"|"51"|"29"|"40"|"1014.6"|"980.4"|"3.6"|"5"|" NE"|"14.1"|"29"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1516"|1516|2017-06-18 21:02:53|"5"|"27.5"|"50"|"28.8"|"40"|"1014.7"|"980.5"|"3.6"|"5"|" NE"|"13.9"|"28.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1517"|1517|2017-06-18 21:07:53|"5"|"27.5"|"50"|"28.7"|"41"|"1014.7"|"980.5"|"2.5"|"3.6"|" E"|"14.2"|"28.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1518"|1518|2017-06-18 21:12:53|"5"|"27.5"|"50"|"28.5"|"42"|"1014.8"|"980.6"|"3.6"|"5"|" S"|"14.4"|"28.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1519"|1519|2017-06-18 21:17:53|"5"|"27.5"|"50"|"28.2"|"44"|"1014.8"|"980.6"|"2.5"|"3.6"|" SE"|"14.8"|"28.2"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1520"|1520|2017-06-18 21:22:53|"5"|"27.5"|"50"|"28"|"45"|"1014.8"|"980.6"|"3.6"|"6.1"|" E"|"15"|"28"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1521"|1521|2017-06-18 21:27:53|"5"|"27.5"|"50"|"27.8"|"47"|"1014.8"|"980.6"|"2.5"|"3.6"|" E"|"15.5"|"27.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1522"|1522|2017-06-18 21:32:53|"5"|"27.5"|"50"|"27.6"|"50"|"1014.9"|"980.7"|"2.5"|"5"|" NNE"|"16.3"|"27.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1523"|1523|2017-06-18 21:37:53|"5"|"27.5"|"51"|"27.4"|"54"|"1015"|"980.8"|"2.5"|"5"|" SE"|"17.3"|"27.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1524"|1524|2017-06-18 21:42:53|"5"|"27.5"|"51"|"27.1"|"55"|"1015.1"|"980.9"|"3.6"|"6.1"|" S"|"17.3"|"27.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1525"|1525|2017-06-18 21:47:53|"5"|"27.5"|"52"|"27"|"56"|"1014.9"|"980.7"|"2.5"|"3.6"|" NE"|"17.5"|"27"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1526"|1526|2017-06-18 21:52:53|"5"|"27.5"|"52"|"26.8"|"57"|"1015.1"|"980.9"|"0"|"2.5"|" E"|"17.6"|"26.8"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1527"|1527|2017-06-18 21:57:53|"5"|"27.5"|"52"|"26.6"|"59"|"1015.2"|"981"|"1.1"|"2.5"|" NE"|"18"|"26.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1528"|1528|2017-06-18 22:02:53|"5"|"27.4"|"53"|"26.5"|"60"|"1015.2"|"981"|"1.1"|"3.6"|" SSW"|"18.1"|"26.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1529"|1529|2017-06-18 22:07:53|"5"|"27.4"|"53"|"26.3"|"61"|"1015.4"|"981.2"|"2.5"|"3.6"|" NE"|"18.2"|"26.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1530"|1530|2017-06-18 22:12:53|"5"|"27.4"|"54"|"26.1"|"62"|"1015.5"|"981.3"|"1.1"|"2.5"|" SSW"|"18.3"|"26.1"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1531"|1531|2017-06-18 22:17:53|"5"|"27.4"|"54"|"26"|"62"|"1015.5"|"981.3"|"1.1"|"2.5"|" NE"|"18.2"|"26"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1532"|1532|2017-06-18 22:22:53|"5"|"27.4"|"55"|"25.7"|"64"|"1015.7"|"981.5"|"2.5"|"5"|" SW"|"18.4"|"25.7"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1533"|1533|2017-06-18 22:27:53|"5"|"27.4"|"55"|"25.6"|"66"|"1015.7"|"981.5"|"0"|"1.1"|" E"|"18.8"|"25.6"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1534"|1534|2017-06-18 22:32:53|"5"|"27.4"|"56"|"25.5"|"67"|"1015.8"|"981.6"|"1.1"|"1.1"|" NE"|"19"|"25.5"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1535"|1535|2017-06-18 22:37:53|"5"|"27.4"|"57"|"25.4"|"68"|"1015.9"|"981.7"|"1.1"|"2.5"|" NE"|"19.1"|"25.4"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
"1536"|1536|2017-06-18 22:42:53|"5"|"27.4"|"57"|"25.3"|"70"|"1016"|"981.8"|"2.5"|"6.1"|" ESE"|"19.5"|"25.3"|"0"|"0"|"0"|"0.6"|"0.6"|2017-06-18
